ensembl_gene_id hgnc_symbol hgnc_id chromosome_name start_position end_position gene_biotype
ENSG00000276260 TMC4 HGNC:22998 CHR_HSCHR19LRC_COX2_CTG3_1 54160649 54173691 protein_coding
ENSG00000234101 OR2W1 HGNC:8281 CHR_HSCHR6_MHC_COX_CTG1 29040820 29041847 protein_coding
ENSG00000236826 LSM2 HGNC:13940 CHR_HSCHR6_MHC_COX_CTG1 31784754 31794345 protein_coding
ENSG00000243612 HLA-DOB HGNC:4937 CHR_HSCHR6_MHC_APD_CTG1 32852194 32856479 protein_coding
ENSG00000275821 LLCFC1 HGNC:21750 CHR_HSCHR7_2_CTG6 143000530 143002052 protein_coding
ENSG00000277751 LILRB2 HGNC:6606 CHR_HSCHR19LRC_PGF1_CTG3_1 54274438 54278995 protein_coding
ENSG00000248496 ZBED9 HGNC:13851 CHR_HSCHR6_MHC_COX_CTG1 28573507 28587330 protein_coding
ENSG00000239927 RPP21 HGNC:21300 CHR_HSCHR6_MHC_SSTO_CTG1 30319231 30336806 protein_coding
ENSG00000235966 OR12D2 HGNC:8178 CHR_HSCHR6_MHC_COX_CTG1 29393135 29394203 protein_coding
ENSG00000274311 LILRB5 HGNC:6609 CHR_HSCHR19LRC_PGF2_CTG3_1 54251046 54258245 protein_coding
ENSG00000233046 OR5V1 HGNC:13972 CHR_HSCHR6_MHC_COX_CTG1 29351939 29428535 protein_coding
ENSG00000276971 TRPV6 HGNC:14006 CHR_HSCHR7_2_CTG6 142932365 142946922 protein_coding
ENSG00000223852 ZFP57 HGNC:18791 CHR_HSCHR6_MHC_DBB_CTG1 29672345 29681055 protein_coding
ENSG00000276033 KIR3DX1 HGNC:25043 CHR_HSCHR19LRC_PGF1_CTG3_1 54463149 54476118 protein_coding
ENSG00000274914 LILRA5 HGNC:16309 CHR_HSCHR19LRC_COX1_CTG3_1 54314131 54327636 protein_coding
ENSG00000229071 PRRT1 HGNC:13943 CHR_HSCHR6_MHC_COX_CTG1 32096815 32102831 protein_coding
ENSG00000224319 OR2H2 HGNC:8253 CHR_HSCHR6_MHC_APD_CTG1 29587555 29589138 protein_coding
ENSG00000274412 KIR2DL2 HGNC:6330 CHR_HSCHR19LRC_LRC_I_CTG3_1 54763061 54777585 protein_coding
ENSG00000230463 HLA-DRB3 HGNC:4951 CHR_HSCHR6_MHC_APD_CTG1 32558296 32572041 protein_coding
ENSG00000242022 OR12D3 HGNC:13963 CHR_HSCHR6_MHC_DBB_CTG1 29373478 29450027 protein_coding
ENSG00000275539 LILRA6 HGNC:15495 CHR_HSCHR19LRC_PGF1_CTG3_1 54239108 54243457 protein_coding
ENSG00000229470 GNL1 HGNC:4413 CHR_HSCHR6_MHC_DBB_CTG1 30531607 30547405 protein_coding
ENSG00000274965 TRPM1 HGNC:7146 CHR_HSCHR15_4_CTG8 31152534 31312750 protein_coding
ENSG00000274571 NLRP7 HGNC:22947 CHR_HSCHR19_4_CTG3_1 54931624 54974427 protein_coding
ENSG00000224708 LY6G6E HGNC:13934 CHR_HSCHR6_MHC_COX_CTG1 31699739 31701215 protein_coding
ENSG00000274145 RILP HGNC:30266 CHR_HSCHR17_1_CTG2 1646145 1650077 protein_coding
ENSG00000227420 MRPS18B HGNC:14516 CHR_HSCHR6_MHC_COX_CTG1 30607552 30616238 protein_coding
ENSG00000274669 LILRB1 HGNC:6605 CHR_HSCHR19LRC_COX1_CTG3_1 54548949 54569575 protein_coding
ENSG00000277106 SPPL2C HGNC:28902 CHR_HSCHR17_2_CTG5 45856453 45858690 protein_coding
ENSG00000274161 DLGAP2 HGNC:2906 CHR_HSCHR8_5_CTG1 1501879 1707457 protein_coding
ENSG00000230791 LST1 HGNC:14189 CHR_HSCHR6_MHC_SSTO_CTG1 31576870 31579655 protein_coding
ENSG00000274921 KIR2DS4 HGNC:6336 CHR_HSCHR19LRC_LRC_I_CTG3_1 54763075 54854081 protein_coding
ENSG00000282049 PRSS2 HGNC:9483 CHR_HSCHR7_2_CTG6 142832063 142835652 protein_coding
ENSG00000241863 RPP21 HGNC:21300 CHR_HSCHR6_MHC_COX_CTG1 30319108 30336684 protein_coding
ENSG00000277641 WNT3 HGNC:12782 CHR_HSCHR17_2_CTG5 46591415 46662074 protein_coding
ENSG00000262243 CES1 HGNC:1863 CHR_HSCHR16_1_CTG3_1 55799704 55830035 protein_coding
ENSG00000233813 MRPS18B HGNC:14516 CHR_HSCHR6_MHC_DBB_CTG1 30607946 30616632 protein_coding
ENSG00000274247 PRSS1 HGNC:9475 CHR_HSCHR7_2_CTG6 142790185 142793793 protein_coding
ENSG00000278624 AZU1 HGNC:913 CHR_HSCHR19_5_CTG2 825097 832018 protein_coding
ENSG00000275003 DDT HGNC:2732 CHR_HSCHR22_1_CTG7 23971367 23980473 protein_coding
ENSG00000274332 LRRC37A2 HGNC:32404 CHR_HSCHR17_1_CTG5 45505209 45550562 protein_coding
ENSG00000276907 ARHGAP27 HGNC:31813 CHR_HSCHR17_2_CTG5 45393902 45434423 protein_coding
ENSG00000277804 PRTN3 HGNC:9495 CHR_HSCHR19_5_CTG2 840960 848175 protein_coding
ENSG00000274442 PRPF8 HGNC:17340 CHR_HSCHR17_1_CTG2 1650629 1684882 protein_coding
ENSG00000273911 KIR3DL2 HGNC:6339 CHR_HSCHR19LRC_LRC_I_CTG3_1 54855924 54864640 protein_coding
ENSG00000277656 GSTT1 HGNC:4641 CHR_HSCHR22_1_CTG7 24033952 24042493 protein_coding
ENSG00000277378 OR6V1 HGNC:15090 CHR_HSCHR7_2_CTG6 143113507 143114534 protein_coding
ENSG00000236315 NCR3 HGNC:19077 CHR_HSCHR6_MHC_APD_CTG1 31655881 31659971 protein_coding
ENSG00000236843 NRM HGNC:8003 CHR_HSCHR6_MHC_DBB_CTG1 30678308 30681681 protein_coding
ENSG00000278563 MGAM2 HGNC:28101 CHR_HSCHR7_2_CTG6 142111749 142222324 protein_coding
ENSG00000282283 PLPPR3 HGNC:23497 CHR_HSCHR19_5_CTG2 821485 821977 protein_coding
ENSG00000224544 PSORS1C2 HGNC:17199 CHR_HSCHR6_MHC_COX_CTG1 31130046 31131862 protein_coding
ENSG00000278723 KIR3DL3 HGNC:16312 CHR_HSCHR19LRC_COX1_CTG3_1 54655800 54667814 protein_coding
ENSG00000282092 MED16 HGNC:17556 CHR_HSCHR19_5_CTG2 868013 881626 protein_coding
ENSG00000275960 KIR2DL2 HGNC:6330 CHR_HSCHR19LRC_PGF2_CTG3_1 54476158 54520914 protein_coding
ENSG00000275564 FCAR HGNC:3608 CHR_HSCHR19LRC_PGF1_CTG3_1 54804243 54821411 protein_coding
ENSG00000224994 TRIM39 HGNC:10065 CHR_HSCHR6_MHC_COX_CTG1 30316275 30333529 protein_coding
ENSG00000276155 MAPT HGNC:6893 CHR_HSCHR17_1_CTG5 46069784 46203150 protein_coding
ENSG00000277897 GSTT2 HGNC:4642 CHR_HSCHR22_1_CTG7 23980152 23983919 protein_coding
ENSG00000229861 MRPS18B HGNC:14516 CHR_HSCHR6_MHC_MCF_CTG1 30696164 30704850 protein_coding
ENSG00000236873 AGPAT1 HGNC:324 CHR_HSCHR6_MHC_APD_CTG1 32235221 32245105 protein_coding
ENSG00000276458 LENG8 HGNC:15500 CHR_HSCHR19LRC_COX1_CTG3_1 54380864 54394163 protein_coding
ENSG00000275885 PRPF31 HGNC:15446 CHR_HSCHR19_4_CTG3_1 54115536 54131896 protein_coding
ENSG00000273914 OR9A2 HGNC:15093 CHR_HSCHR7_2_CTG6 143087345 143088382 protein_coding
ENSG00000277571 ELANE HGNC:3309 CHR_HSCHR19_5_CTG2 851006 856290 protein_coding
ENSG00000275482 EPHB6 HGNC:3396 CHR_HSCHR7_2_CTG6 142916237 142932255 protein_coding
ENSG00000273607 CHCHD10 HGNC:15559 CHR_HSCHR22_1_CTG7 23765834 23768443 protein_coding
ENSG00000272803 PRH2 HGNC:9367 CHR_HSCHR12_2_CTG2 10929236 10932341 protein_coding
ENSG00000233636 OR2J3 HGNC:8261 CHR_HSCHR6_MHC_MANN_CTG1 29111857 29112792 protein_coding
ENSG00000243441 OR5V1 HGNC:13972 CHR_HSCHR6_MHC_MANN_CTG1 29355241 29431509 protein_coding
ENSG00000274619 CFD HGNC:2771 CHR_HSCHR19_5_CTG2 859680 863666 protein_coding
ENSG00000281748 GSTT4 HGNC:26930 CHR_HSCHR22_1_CTG7 23998411 24005163 protein_coding
ENSG00000234100 OR14J1 HGNC:13971 CHR_HSCHR6_MHC_MANN_CTG1 29306699 29307664 protein_coding
ENSG00000231488 ABHD16A HGNC:13921 CHR_HSCHR6_MHC_DBB_CTG1 31669120 31685587 protein_coding
ENSG00000262111 TAS2R30 HGNC:19112 CHR_HSCHR12_2_CTG2 11164906 11166592 protein_coding
ENSG00000275758 DDTL HGNC:33446 CHR_HSCHR22_1_CTG7 23966902 23972534 protein_coding
ENSG00000263028 TAS2R19 HGNC:19108 CHR_HSCHR12_2_CTG2 11021619 11022620 protein_coding
ENSG00000278613 NAIP HGNC:7634 CHR_HSCHR5_2_CTG1_1 69602550 69659159 protein_coding
ENSG00000272712 TAS2R8 HGNC:14915 CHR_HSCHR12_2_CTG2 10806051 10807293 protein_coding
ENSG00000273326 TAS2R7 HGNC:14913 CHR_HSCHR12_2_CTG2 10801532 10802627 protein_coding
ENSG00000275365 MMP11 HGNC:7157 CHR_HSCHR22_1_CTG7 23768226 23784316 protein_coding
ENSG00000273431 TAS2R50 HGNC:18882 CHR_HSCHR12_2_CTG2 10985913 10986912 protein_coding
ENSG00000262612 TAS2R43 HGNC:18875 CHR_HSCHR12_2_CTG2 11091308 11092334 protein_coding
ENSG00000204692 OR12D3 HGNC:13963 CHR_HSCHR6_MHC_MCF_CTG1 29373343 29449876 protein_coding
ENSG00000237258 OR11A1 HGNC:8176 CHR_HSCHR6_MHC_MANN_CTG1 29425047 29456602 protein_coding
ENSG00000261984 TAS2R14 HGNC:14920 CHR_HSCHR12_2_CTG2 10937406 11203521 protein_coding
ENSG00000196231 OR2J2 HGNC:8260 CHR_HSCHR6_MHC_MCF_CTG1 29173447 29174718 protein_coding
ENSG00000273086 TAS2R9 HGNC:14917 CHR_HSCHR12_2_CTG2 10809137 10810168 protein_coding
ENSG00000233687 OR2B3 HGNC:8238 CHR_HSCHR6_MHC_MCF_CTG1 29086444 29087450 protein_coding
ENSG00000239741 LY6G6F HGNC:13933 CHR_HSCHR6_MHC_MANN_CTG1 31746341 31750054 protein_coding
ENSG00000238289 MICB HGNC:7091 CHR_HSCHR6_MHC_MCF_CTG1 31574447 31587478 protein_coding
ENSG00000263097 TAS2R31 HGNC:19113 CHR_HSCHR12_2_CTG2 11030387 11031407 protein_coding
ENSG00000273457 TAS2R13 HGNC:14919 CHR_HSCHR12_2_CTG2 10907926 10909562 protein_coding
ENSG00000262525 TAS2R46 HGNC:18877 CHR_HSCHR12_2_CTG2 11061365 11062294 protein_coding
ENSG00000276537 TTYH1 HGNC:13476 CHR_HSCHR19LRC_COX1_CTG3_1 54347370 54369057 protein_coding
ENSG00000273092 TAS2R20 HGNC:19109 CHR_HSCHR12_2_CTG2 10996495 10997875 protein_coding
ENSG00000263247 PRR4 HGNC:18020 CHR_HSCHR12_2_CTG2 10824960 11203561 protein_coding
ENSG00000231094 PSORS1C1 HGNC:17202 CHR_HSCHR6_MHC_MANN_CTG1 31159671 31184970 protein_coding
ENSG00000243958 PSMB9 HGNC:9546 CHR_HSCHR6_MHC_SSTO_CTG1 32934853 32970271 protein_coding
ENSG00000226634 DDAH2 HGNC:2716 CHR_HSCHR6_MHC_COX_CTG1 31714445 31718024 protein_coding
ENSG00000228652 OR2W1 HGNC:8281 CHR_HSCHR6_MHC_MANN_CTG1 29044178 29045205 protein_coding
ENSG00000282185 PTPRN2 HGNC:9677 CHR_HSCHR7_1_CTG7 158291152 158424386 protein_coding
ENSG00000236560 PPP1R11 HGNC:9285 CHR_HSCHR6_MHC_MANN_CTG1 30061865 30065490 protein_coding
ENSG00000277401 TJP1 HGNC:11827 CHR_HSCHR15_4_CTG8 29850002 29972346 protein_coding
ENSG00000278695 GSTT2B HGNC:33437 CHR_HSCHR22_1_CTG7 23957418 23961206 protein_coding
ENSG00000278718 GSDMD HGNC:25697 CHR_HSCHR8_3_CTG7 143553207 143563062 protein_coding
ENSG00000276799 WNT9B HGNC:12779 CHR_HSCHR17_2_CTG5 46662121 46715644 protein_coding
ENSG00000278279 LILRB4 HGNC:6608 CHR_HSCHR19LRC_PGF2_CTG3_1 54414251 54422496 protein_coding
ENSG00000224472 TCF19 HGNC:11629 CHR_HSCHR6_MHC_MCF_CTG1 31237108 31242737 protein_coding
ENSG00000277015 SALL3 HGNC:10527 CHR_HSCHR18_ALT2_CTG2_1 78980275 79002677 protein_coding
ENSG00000275990 NCF4 HGNC:7662 CHR_HSCHR22_1_CTG5 36860995 36880544 protein_coding
ENSG00000272805 TAS2R10 HGNC:14918 CHR_HSCHR12_2_CTG2 10825317 10826358 protein_coding
ENSG00000276262 NSF HGNC:8016 CHR_HSCHR17_2_CTG5 46419843 46586373 protein_coding
ENSG00000234549 ATAT1 HGNC:21186 CHR_HSCHR6_MHC_SSTO_CTG1 30619065 30639047 protein_coding
ENSG00000112459 OR14J1 HGNC:13971 CHR_HSCHR6_MHC_MCF_CTG1 29306920 29307885 protein_coding
ENSG00000276838 SERPINF2 HGNC:9075 CHR_HSCHR17_1_CTG2 1741760 1754189 protein_coding
ENSG00000282266 ATP9B HGNC:13541 CHR_HSCHR18_ALT2_CTG2_1 79072883 79091276 protein_coding
ENSG00000223448 LTB HGNC:6711 CHR_HSCHR6_MHC_MANN_CTG1 31620003 31621970 protein_coding
ENSG00000225845 BTNL2 HGNC:1142 CHR_HSCHR6_MHC_MCF_CTG1 32470120 32483292 protein_coding
ENSG00000274926 KIR2DL1 HGNC:6329 CHR_HSCHR19LRC_PGF1_CTG3_1 54699775 54714233 protein_coding
ENSG00000274665 PVALB HGNC:9704 CHR_HSCHR22_1_CTG5 36800684 36819479 protein_coding
ENSG00000263014 ATP6V1G3 HGNC:18265 CHR_HSCHR1_3_CTG31 198534710 198552432 protein_coding
ENSG00000234951 SAPCD1 HGNC:13938 CHR_HSCHR6_MHC_MCF_CTG1 31839095 31841147 protein_coding
ENSG00000275544 BDH1 HGNC:1027 CHR_HSCHR3_2_CTG3 197506664 197557450 protein_coding
ENSG00000282017 MTRNR2L6 HGNC:37163 CHR_HSCHR7_2_CTG6 142706945 142708391 protein_coding
ENSG00000231319 OR2B3 HGNC:8238 CHR_HSCHR6_MHC_MANN_CTG1 29086272 29087278 protein_coding
ENSG00000231041 LINC01556 HGNC:21195 CHR_HSCHR6_MHC_MANN_CTG1 28943846 28944506 protein_coding
ENSG00000237403 PPP1R11 HGNC:9285 CHR_HSCHR6_MHC_MCF_CTG1 30145206 30148830 protein_coding
ENSG00000206455 TCF19 HGNC:11629 CHR_HSCHR6_MHC_QBL_CTG1 31150981 31156655 protein_coding
ENSG00000277722 NDUFA3 HGNC:7686 CHR_HSCHR19LRC_PGF2_CTG3_1 54102906 54107026 protein_coding
ENSG00000239836 PSMB9 HGNC:9546 CHR_HSCHR6_MHC_MANN_CTG1 32997896 33033347 protein_coding
ENSG00000262418 PTPRC HGNC:9666 CHR_HSCHR1_3_CTG31 198650158 198733963 protein_coding
ENSG00000277615 CNOT3 HGNC:7879 CHR_HSCHR19LRC_PGF2_CTG3_1 54138182 54156191 protein_coding
ENSG00000282607 MGAM HGNC:7043 CHR_HSCHR7_2_CTG6 142038524 142106747 protein_coding
ENSG00000277730 SCGB1C2 HGNC:51242 CHR_HSCHR17_1_CTG1 137526 139067 protein_coding
ENSG00000172850 LSM2 HGNC:13940 CHR_HSCHR6_MHC_QBL_CTG1 31787629 31797209 protein_coding
ENSG00000276358 PLEKHM1 HGNC:29017 CHR_HSCHR17_2_CTG5 45435902 45490401 protein_coding
ENSG00000277439 GP6 HGNC:14388 CHR_HSCHR19_4_CTG3_1 55021820 55046379 protein_coding
ENSG00000233439 PSORS1C1 HGNC:17202 CHR_HSCHR6_MHC_DBB_CTG1 31108521 31133775 protein_coding
ENSG00000276463 TAF9 HGNC:11542 CHR_HSCHR5_2_CTG1_1 69364756 69370027 protein_coding
ENSG00000276887 TTYH1 HGNC:13476 CHR_HSCHR19LRC_PGF1_CTG3_1 54345546 54367221 protein_coding
ENSG00000262334 RPH3AL HGNC:10296 CHR_HSCHR17_1_CTG1 217541 419308 protein_coding
ENSG00000234343 NEU1 HGNC:7758 CHR_HSCHR6_MHC_DBB_CTG1 31839844 31845091 protein_coding
ENSG00000204690 OR12D2 HGNC:8178 CHR_HSCHR6_MHC_MCF_CTG1 29396336 29397404 protein_coding
ENSG00000237051 GABBR1 HGNC:4070 CHR_HSCHR6_MHC_MANN_CTG1 29555178 29632716 protein_coding
ENSG00000232367 TAP1 HGNC:43 CHR_HSCHR6_MHC_COX_CTG1 32767527 32776296 protein_coding
ENSG00000278257 LENG1 HGNC:15502 CHR_HSCHR19LRC_PGF2_CTG3_1 54156127 54160192 protein_coding
ENSG00000231021 HLA-DRB4 HGNC:4952 CHR_HSCHR6_MHC_MCF_CTG1 32611143 32626106 protein_coding
ENSG00000206372 C2 HGNC:1248 CHR_HSCHR6_MHC_QBL_CTG1 31888164 31936056 protein_coding
ENSG00000276022 TFPT HGNC:13630 CHR_HSCHR19LRC_PGF2_CTG3_1 54107066 54115801 protein_coding
ENSG00000276785 PRSS58 HGNC:39125 CHR_HSCHR7_2_CTG6 142252163 142258078 protein_coding
ENSG00000282684 ZC3H3 HGNC:28972 CHR_HSCHR8_3_CTG7 143536257 143541453 protein_coding
ENSG00000262993 KRT31 HGNC:6448 CHR_HSCHR17_1_CTG4 41401024 41404892 protein_coding
ENSG00000276618 RAD17 HGNC:9807 CHR_HSCHR5_2_CTG1_1 69369307 69415042 protein_coding
ENSG00000276657 PYCR3 HGNC:25846 CHR_HSCHR8_3_CTG7 143603913 143609773 protein_coding
ENSG00000233314 PPP1R11 HGNC:9285 CHR_HSCHR6_MHC_APD_CTG1 30059208 30062832 protein_coding
ENSG00000276191 CRHR1 HGNC:2357 CHR_HSCHR17_2_CTG5 45795888 45847447 protein_coding
ENSG00000261986 KRT33A HGNC:6450 CHR_HSCHR17_1_CTG4 41346092 41350812 protein_coding
ENSG00000274952 KIR2DL3 HGNC:6331 CHR_HSCHR19LRC_COX1_CTG3_1 54669793 54684345 protein_coding
ENSG00000278119 GOLGA8J HGNC:38650 CHR_HSCHR15_4_CTG8 30233872 30247618 protein_coding
ENSG00000277111 PLEKHM1 HGNC:29017 CHR_HSCHR17_1_CTG5 45435832 45490687 protein_coding
ENSG00000236808 POLR1H HGNC:13182 CHR_HSCHR6_MHC_MCF_CTG1 30137399 30143406 protein_coding
ENSG00000231543 C2 HGNC:1248 CHR_HSCHR6_MHC_DBB_CTG1 31879966 31927861 protein_coding
ENSG00000273953 OR10A3 HGNC:8162 CHR_HSCHR11_1_CTG5 7949167 7950227 protein_coding
ENSG00000276025 OR5P2 HGNC:14783 CHR_HSCHR11_1_CTG5 7795905 7796973 protein_coding
ENSG00000263022 KRT37 HGNC:6455 CHR_HSCHR17_1_CTG4 41428078 41431848 protein_coding
ENSG00000278253 OR5P3 HGNC:14784 CHR_HSCHR11_1_CTG5 7825037 7825972 protein_coding
ENSG00000276886 GREM1 HGNC:2001 CHR_HSCHR15_4_CTG8 32798311 32814964 protein_coding
ENSG00000276780 NLRP10 HGNC:21464 CHR_HSCHR11_1_CTG5 7970057 7976059 protein_coding
ENSG00000273992 NLRP2 HGNC:22948 CHR_HSCHR19_4_CTG3_1 54961245 55009257 protein_coding
ENSG00000263186 KRTAP16-1 HGNC:18916 CHR_HSCHR17_1_CTG4 41307700 41309253 protein_coding
ENSG00000262045 KRT34 HGNC:6452 CHR_HSCHR17_1_CTG4 41377665 41382400 protein_coding
ENSG00000278284 RDH13 HGNC:19978 CHR_HSCHR19LRC_PGF2_CTG3_1 54782118 54801011 protein_coding
ENSG00000263341 KRTAP17-1 HGNC:18917 CHR_HSCHR17_1_CTG4 41314917 41315695 protein_coding
ENSG00000275483 NLRP7 HGNC:22947 CHR_HSCHR19LRC_PGF2_CTG3_1 54661303 54685299 protein_coding
ENSG00000263012 KRT33B HGNC:6451 CHR_HSCHR17_1_CTG4 41363494 41369800 protein_coding
ENSG00000242038 EGFL8 HGNC:13944 CHR_HSCHR6_MHC_COX_CTG1 32113054 32116752 protein_coding
ENSG00000229341 TNXB HGNC:11976 CHR_HSCHR6_MHC_APD_CTG1 32140675 32153125 protein_coding
ENSG00000276787 FAN1 HGNC:29170 CHR_HSCHR15_4_CTG8 31055318 31094547 protein_coding
ENSG00000276615 KEL HGNC:6308 CHR_HSCHR7_2_CTG6 143002301 143023868 protein_coding
ENSG00000235259 TRIM15 HGNC:16284 CHR_HSCHR6_MHC_APD_CTG1 30155693 30165183 protein_coding
ENSG00000273594 EEF1D HGNC:3211 CHR_HSCHR8_3_CTG7 143579697 143597744 protein_coding
ENSG00000276836 ARHGAP27 HGNC:31813 CHR_HSCHR17_1_CTG5 45393920 45434353 protein_coding
ENSG00000272670 DOC2B HGNC:2986 CHR_HSCHR17_1_CTG1 142789 180568 protein_coding
ENSG00000276734 KIF5C HGNC:6325 CHR_HSCHR2_2_CTG7_2 148937284 149030199 protein_coding
ENSG00000277614 SCG5 HGNC:10816 CHR_HSCHR15_4_CTG8 32721966 32777405 protein_coding
ENSG00000278312 LENG9 HGNC:16306 CHR_HSCHR19LRC_COX1_CTG3_1 54393938 54395858 protein_coding
ENSG00000278622 TSEN34 HGNC:15506 CHR_HSCHR19LRC_COX1_CTG3_1 54190368 54194965 protein_coding
ENSG00000277086 MTMR10 HGNC:25999 CHR_HSCHR15_4_CTG8 31092912 31142971 protein_coding
ENSG00000279643 TAMM41 HGNC:25187 CHR_HSCHR3_1_CTG1 11817080 11846919 protein_coding
ENSG00000241779 RPP21 HGNC:21300 CHR_HSCHR6_MHC_APD_CTG1 30393209 30410787 protein_coding
ENSG00000275746 KLF13 HGNC:13672 CHR_HSCHR15_4_CTG8 31478417 31529455 protein_coding
ENSG00000235769 LY6G6E HGNC:13934 CHR_HSCHR6_MHC_MCF_CTG1 31788620 31790096 protein_coding
ENSG00000278682 NLRP2 HGNC:22948 CHR_HSCHR19LRC_PGF2_CTG3_1 54703078 54738934 protein_coding
ENSG00000234218 MICB HGNC:7091 CHR_HSCHR6_MHC_COX_CTG1 31485545 31498583 protein_coding
ENSG00000223757 VWA7 HGNC:13939 CHR_HSCHR6_MHC_MCF_CTG1 31841886 31853590 protein_coding
ENSG00000273991 LILRB5 HGNC:6609 CHR_HSCHR19LRC_PGF1_CTG3_1 54251026 54258210 protein_coding
ENSG00000278363 TMC4 HGNC:22998 CHR_HSCHR19LRC_PGF2_CTG3_1 54160649 54173691 protein_coding
ENSG00000206471 OR2H1 HGNC:8252 CHR_HSCHR6_MHC_MCF_CTG1 29456962 29464109 protein_coding
ENSG00000277808 LENG1 HGNC:15502 CHR_HSCHR19LRC_COX1_CTG3_1 54156104 54160226 protein_coding
ENSG00000280688 CEP72 HGNC:25547 CHR_HSCHR5_5_CTG1 614020 626253 protein_coding
ENSG00000278712 TSEN34 HGNC:15506 CHR_HSCHR19LRC_PGF2_CTG3_1 54190866 54195141 protein_coding
ENSG00000226704 HSPA1L HGNC:5234 CHR_HSCHR6_MHC_APD_CTG1 31876648 31882094 protein_coding
ENSG00000281861 SLC9A3 HGNC:11073 CHR_HSCHR5_5_CTG1 524112 524332 protein_coding
ENSG00000235986 GNL1 HGNC:4413 CHR_HSCHR6_MHC_COX_CTG1 30531215 30547013 protein_coding
ENSG00000238056 PRRT1 HGNC:13943 CHR_HSCHR6_MHC_APD_CTG1 32215364 32221379 protein_coding
ENSG00000277789 TMC4 HGNC:22998 CHR_HSCHR19LRC_COX1_CTG3_1 54160591 54173655 protein_coding
ENSG00000274194 MBOAT7 HGNC:15505 CHR_HSCHR19LRC_PGF2_CTG3_1 54173854 54190480 protein_coding
ENSG00000223680 DDR1 HGNC:2730 CHR_HSCHR6_MHC_MCF_CTG1 30959531 30970646 protein_coding
ENSG00000225228 MCCD1 HGNC:20668 CHR_HSCHR6_MHC_APD_CTG1 31595673 31597188 protein_coding
ENSG00000277079 RPS9 HGNC:10442 CHR_HSCHR19LRC_PGF2_CTG3_1 54201473 54208260 protein_coding
ENSG00000223654 FLOT1 HGNC:3757 CHR_HSCHR6_MHC_APD_CTG1 30791619 30794413 protein_coding
ENSG00000227357 HLA-DRB4 HGNC:4952 CHR_HSCHR6_MHC_SSTO_CTG1 32542598 32557561 protein_coding
ENSG00000230505 OR10C1 HGNC:8165 CHR_HSCHR6_MHC_APD_CTG1 29439377 29441048 protein_coding
ENSG00000230675 HLA-DQB2 HGNC:4945 CHR_HSCHR6_MHC_APD_CTG1 32796644 32804081 protein_coding
ENSG00000273875 TARM1 HGNC:37250 CHR_HSCHR19LRC_PGF2_CTG3_1 54069947 54081380 protein_coding
ENSG00000206461 C6orf15 HGNC:13927 CHR_HSCHR6_MHC_QBL_CTG1 31103629 31104965 protein_coding
ENSG00000277421 ZNF280B HGNC:23022 CHR_HSCHR22_1_CTG3 22493526 22518259 protein_coding
ENSG00000233618 OR2J3 HGNC:8261 CHR_HSCHR6_MHC_SSTO_CTG1 29112720 29113655 protein_coding
ENSG00000206409 APOM HGNC:13916 CHR_HSCHR6_MHC_QBL_CTG1 31642642 31648435 protein_coding
ENSG00000230279 LTA HGNC:6709 CHR_HSCHR6_MHC_SSTO_CTG1 31562799 31565069 protein_coding
ENSG00000230341 PPP1R18 HGNC:29413 CHR_HSCHR6_MHC_APD_CTG1 30740303 30751809 protein_coding
ENSG00000275867 KANSL1 HGNC:24565 CHR_HSCHR17_1_CTG5 45871009 46068204 protein_coding
ENSG00000276196 KIR3DL3 HGNC:16312 CHR_HSCHR19_4_CTG3_1 54732699 54744341 protein_coding
ENSG00000224587 MDC1 HGNC:21163 CHR_HSCHR6_MHC_COX_CTG1 30689666 30707748 protein_coding
ENSG00000274538 PHLDA2 HGNC:12385 CHR_HSCHR11_1_CTG7 2928201 2929383 protein_coding
ENSG00000275499 ZNF280A HGNC:18597 CHR_HSCHR22_1_CTG3 22522841 22529375 protein_coding
ENSG00000278776 OR4M2B HGNC:55109 CHR_HSCHR15_1_CTG1 21645163 21646246 protein_coding
ENSG00000278378 OSCAR HGNC:29960 CHR_HSCHR19LRC_PGF2_CTG3_1 54094681 54102740 protein_coding
ENSG00000276175 LILRA3 HGNC:6604 CHR_HSCHR19LRC_COX1_CTG3_1 54294163 54306461 protein_coding
ENSG00000278191 CARS1 HGNC:1493 CHR_HSCHR11_1_CTG7 2999797 3056458 protein_coding
ENSG00000274305 LENG8 HGNC:15500 CHR_HSCHR19LRC_PGF1_CTG3_1 54379038 54392337 protein_coding
ENSG00000278699 POTEB3 HGNC:51240 CHR_HSCHR15_1_CTG1 21408280 21440481 protein_coding
ENSG00000235155 B3GALT4 HGNC:919 CHR_HSCHR6_MHC_DBB_CTG1 33255053 33256746 protein_coding
ENSG00000275013 PRAME HGNC:9336 CHR_HSCHR22_1_CTG3 22556806 22568466 protein_coding
ENSG00000228691 NEU1 HGNC:7758 CHR_HSCHR6_MHC_APD_CTG1 31924682 31929929 protein_coding
ENSG00000233795 POLR1H HGNC:13182 CHR_HSCHR6_MHC_SSTO_CTG1 30049286 30055293 protein_coding
ENSG00000229300 SNHG32 HGNC:19078 CHR_HSCHR6_MHC_DBB_CTG1 31816794 31821951 protein_coding
ENSG00000206383 HSPA1L HGNC:5234 CHR_HSCHR6_MHC_QBL_CTG1 31799855 31805300 protein_coding
